Client_id,Parent,Race,Employed,Adults,Children,Income,NofCases,Age,Score,Days,English,Gender,Primary,Transportation,Services,Dropout
1674,Two parent family,Other,Yes,2,1,18200,3,33,270,267,Not Well,Male,Portuguese,Yes,23,No
1675,Single parent (mother figure only),Hispanic/Latino,Yes,1,4,21654,5,48,350,120,Not At All,Female,Spanish,Yes,17,Yes
1678,Single parent (mother figure only),Black or African American,Yes,1,4,43493,5,42,165,344,Very Well,Female,Creole,Yes,16,No
1679,Single parent (mother figure only),Black or African American,No,1,1,0,2,33,200,111,Very Well,Female,English,No,7,Yes
1680,Two parent family,Black or African American,Yes,2,3,18000,5,43,220,267,Very Well,Male,Somali,Yes,48,No
1681,Two parent family,Black or African American,Yes,2,2,37932,4,40,95,276,Well,Female,Amharic,Yes,8,No
1682,Single parent (mother figure only),White,No,1,3,0,4,35,210,332,,Female,English,Yes,67,No
1683,Two parent family,Asian,Yes,2,2,17050,4,37,125,267,,Male,Gujarati,Yes,221,No
1686,Single parent (mother figure only),Hispanic/Latino,Yes,1,4,17310,5,47,275,343,Well,Female,Spanish,Yes,24,Yes
1688,Two parent family,Hispanic/Latino,Yes,2,1,18246,3,37,195,267,Not At All,Male,Spanish,Yes,29,No
1689,Single parent (mother figure only),Hispanic/Latino,Yes,1,2,20045,3,40,160,267,,Female,Spanish,Yes,88,No
1690,Single parent (mother figure only),Hispanic/Latino,Yes,1,1,21916,2,32,75,267,Not Well,Female,Spanish,Yes,152,No
1691,Two parent family,Asian,Yes,2,3,43875,5,44,65,344,Very Well,Female,Bengali,Yes,31,No
1692,Single parent (mother figure only),Other,Yes,1,1,15600,2,48,310,281,Not Well,Female,Portuguese,Yes,43,No
1697,Single parent (mother figure only),Hispanic/Latino,Yes,1,1,15045,2,35,195,267,Not Well,Female,Spanish,Yes,66,No
1699,Two parent family,Black or African American,Yes,2,4,39413,6,51,95,281,Not Well,Female,Creole,Yes,40,No
1700,Two parent family,Black or African American,No,2,1,0,3,33,210,116,Very Well,Female,English,Yes,12,Yes
1702,Two parent family,White,Yes,3,3,33807,6,42,10,198,,Female,Creole,Yes,264,No
1704,Single parent (mother figure only),White,Yes,1,1,5200,2,35,390,7,Very Well,Female,English,No,3,No
1706,Single parent (mother figure only),Black or African American,Yes,1,2,28755,3,47,75,344,Well,Female,Creole,No,15,No
1708,Two parent family,Asian,Yes,2,2,27225,4,35,95,345,Very Well,Male,Other,Yes,15,Yes
1709,Single parent (mother figure only),Asian,Yes,1,2,10400,3,39,150,269,Not Well,Female,Bengali,Yes,19,Yes
1711,Two parent family,Hispanic/Latino,No,2,2,0,4,36,145,265,,Female,Spanish,Yes,208,No
1712,Single parent (mother figure only),Hispanic/Latino,Yes,1,1,8528,2,29,190,267,Not Well,Female,Spanish,Yes,22,No
1714,Two parent family,White,Yes,3,2,46500,5,44,85,267,,Female,English,Yes,288,No
1715,Two parent family,Asian,Yes,2,1,16780,3,34,205,267,,Female,Nepali,Yes,88,No
1716,Two parent family,Asian,Yes,2,1,16248,3,40,175,237,Very Well,Male,English,No,3,Yes
1717,Single parent (mother figure only),Black or African American,Yes,1,4,12084,5,51,380,11,Very Well,Female,Arabic,Yes,2,No
1718,Single parent (father figure only),Hispanic/Latino,Yes,1,1,10617,2,38,180,344,Very Well,Male,Spanish,Yes,14,No
1722,Single parent (mother figure only),Hispanic/Latino,No,1,2,0,3,27,310,169,Well,Female,Spanish,Yes,13,Yes
1723,Two parent family,Black or African American,Yes,2,2,17998,4,42,80,266,,Male,Amharic,Yes,112,No
1725,Two parent family,Other,Yes,2,1,24172,3,55,105,267,Not Well,Male,Portuguese,Yes,15,No
1726,Single parent (mother figure only),Other,Yes,1,1,15800,2,41,185,267,Well,Female,Portuguese,Yes,23,No
1727,Two parent family,White,Yes,2,2,38330,4,47,260,8,Very Well,Male,English,Yes,6,No
1728,Two parent family,Hispanic/Latino,Yes,2,2,13000,4,34,200,267,Not Well,Male,Spanish,Yes,31,No
1729,Two parent family,Asian,Yes,2,2,60176,4,30,130,344,Very Well,Male,Nepali,Yes,44,No
1730,Two parent family,Asian,Yes,2,1,18146,3,42,165,267,Well,Female,Bengali,No,8,Yes
1731,Two parent family,Hispanic/Latino,Yes,2,1,0,3,45,95,25,Very Well,Female,Spanish,No,2,No
1732,Two parent family,Asian,Yes,2,1,13000,3,43,180,59,Not Well,Male,Bengali,Yes,5,No
1733,Two parent family,White,Yes,2,2,47980,4,36,75,267,,Male,Arabic,Yes,29,No
1734,Single parent (mother figure only),White,No,1,2,0,3,35,510,258,Very Well,Female,English,Yes,4,Yes
1736,Single parent (mother figure only),White,Yes,1,1,0,2,36,500,266,Very Well,Female,English,Yes,18,Yes
1737,Single parent (mother figure only),Hispanic/Latino,No,2,1,0,3,29,165,241,,Male,Spanish,No,168,No
1738,Two parent family,White,Yes,2,4,30662,6,59,195,350,Very Well,Male,Arabic,Yes,13,Yes
1739,Two parent family,White,Yes,2,2,26239,4,38,65,267,,Female,French,Yes,162,No
1740,Two parent family,Hispanic/Latino,Yes,2,2,19420,4,46,195,247,Well,Male,Spanish,Yes,8,No
1742,Two parent family,Black or African American,Yes,2,3,26815,5,47,280,275,Very Well,Female,English,Yes,10,No
1743,Two parent family,Black or African American,Yes,3,5,0,8,46,315,277,Very Well,Female,Creole,Yes,18,No
1744,Single parent (mother figure only),Hispanic/Latino,Yes,1,1,18616,2,30,105,267,Not At All,Female,Spanish,Yes,30,No
1745,Single parent (mother figure only),Black or African American,Yes,1,4,19240,5,46,180,261,Very Well,Female,Creole,Yes,8,No
1746,Two parent family,Asian,Yes,2,1,14800,3,35,180,344,Very Well,Male,Hindi,Yes,10,No
1747,Single parent (mother figure only),Hispanic/Latino,No,1,7,0,8,51,105,148,Well,Female,English,Yes,127,Yes
1748,Two parent family,Asian,Yes,2,1,14560,3,48,190,267,Very Well,Male,Nepali,Yes,10,No
1749,Single parent (mother figure only),Black or African American,Yes,1,2,0,3,55,190,174,Very Well,Female,English,Yes,128,Yes
1750,Two parent family,Asian,Yes,2,1,23484,3,38,95,14,Very Well,Male,Hindi,No,4,No
1751,Two parent family,Asian,Yes,2,2,14334,4,38,160,344,Very Well,Female,Nepali,Yes,13,No
1752,Single parent (mother figure only),Hispanic/Latino,No,1,1,0,2,34,395,273,,Female,Spanish,No,9,No
1753,Two parent family,Other,Yes,2,2,18840,4,37,185,267,Well,Female,English,Yes,24,No
1754,Two parent family,Hispanic/Latino,Yes,2,1,22351,3,50,200,267,Very Well,Male,English,Yes,12,No
1755,Two parent family,Other,Yes,2,1,17992,3,38,145,14,Not Well,Female,Portuguese,Yes,2,No
1756,Two parent family,White,Yes,2,2,18497,4,46,155,191,,Male,Arabic,Yes,52,No
1757,Single parent (mother figure only),Black or African American,Yes,1,3,31208,4,50,55,256,Very Well,Female,Amharic,No,4,No
1759,Single parent (mother figure only),Black or African American,Yes,1,3,5508,4,37,405,60,Very Well,Female,English,Yes,40,No
1760,Two parent family,Hispanic/Latino,Yes,2,2,41600,4,35,295,7,Not At All,Female,Spanish,No,6,No
1761,Single parent (mother figure only),Hispanic/Latino,No,1,1,0,2,31,405,104,Well,Female,Spanish,Yes,7,No
1762,Single parent (mother figure only),Hispanic/Latino,Yes,1,1,10400,2,29,295,76,,Female,Spanish,Yes,15,No
1763,Two parent family,Asian,Yes,2,1,21600,3,48,105,240,Well,Male,Mandarin,Yes,10,No
1764,Two parent family,Black or African American,Yes,2,3,19248,5,42,295,267,Very Well,Male,English,Yes,78,No
1765,Two parent family,Black or African American,Yes,1,3,19848,4,44,285,74,,Female,Spanish,Yes,40,No
1766,Two parent family,Other,Yes,2,1,20000,3,38,205,267,,Male,Portuguese,Yes,128,No
1767,Two parent family,White,No,2,3,0,5,34,210,46,,Female,English,Yes,32,No
1770,Single parent (mother figure only),White,Yes,1,1,41020,2,33,170,160,Very Well,Female,English,Yes,3,Yes
1771,Two parent family,Asian,Yes,2,1,21289,3,38,95,267,Very Well,Female,Nepali,Yes,34,No
1773,Two parent family,Hispanic/Latino,Yes,2,2,23974,4,33,125,136,Very Well,Female,Spanish,No,19,No
1774,Two parent family,Other,Yes,2,1,12281,3,32,85,18,,Female,Portuguese,Yes,13,No
1775,Single parent (mother figure only),Hispanic/Latino,Yes,1,1,13728,2,44,185,220,Not Well,Female,Spanish,Yes,14,No
1776,Single parent (mother figure only),White,Yes,1,1,13460,2,52,215,90,Very Well,Female,English,Yes,15,No
1777,Two parent family,Asian,Yes,2,2,19581,4,35,80,267,Very Well,Male,Bengali,Yes,60,No
1778,Two parent family,Hispanic/Latino,Yes,2,2,14497,4,36,200,336,Well,Male,Spanish,Yes,8,Yes
1780,Single parent (mother figure only),Hispanic/Latino,Yes,1,1,23000,2,29,170,120,Very Well,Female,English,Yes,3,No
1784,Two parent family,Black or African American,Yes,2,2,25765,4,53,65,344,Well,Male,Arabic,Yes,17,No
1785,Single parent (mother figure only),Hispanic/Latino,Yes,1,2,7800,3,54,195,267,Not Well,Female,Spanish,Yes,19,No
1786,Two parent family,Hispanic/Latino,Yes,2,1,11925,3,40,160,347,Well,Female,Spanish,Yes,32,Yes
1787,Two parent family,Asian,Yes,2,2,19165,4,37,165,267,Very Well,Female,Punjabi,Yes,108,No
1788,Two parent family,Other,Yes,2,1,13000,3,48,170,265,Not Well,Female,Portuguese,Yes,56,No
1789,Two parent family,Hispanic/Latino,No,2,1,0,3,33,220,169,Not At All,Female,Spanish,Yes,13,No
1790,Two parent family,Hispanic/Latino,Yes,2,1,44908,3,29,75,49,Very Well,Male,Spanish,Yes,11,Yes
1791,Two parent family,White,Yes,3,1,29120,4,46,65,263,Very Well,Female,English,Yes,28,No
1793,Two parent family,Asian,Yes,2,1,5674,3,41,290,267,Well,Male,Bengali,Yes,10,No
1794,Single parent (mother figure only),Hispanic/Latino,Yes,1,1,29224,2,32,65,281,Very Well,Female,English,Yes,148,No
1795,Two parent family,White,Yes,2,4,0,6,43,210,7,Very Well,Female,Portuguese,No,3,Yes
1796,Single parent (mother figure only),Black or African American,Yes,1,2,27116,3,37,505,281,Very Well,Female,English,Yes,22,No
1797,Two parent family,Black or African American,Yes,2,5,19500,7,52,160,249,Very Well,Female,Creole,Yes,29,No
1798,Two parent family,Asian,Yes,2,1,20400,3,42,95,150,Very Well,Male,Urdu,Yes,8,No
1800,Two parent family,White,Yes,2,2,17322,4,47,255,344,Very Well,Female,English,Yes,18,No
1801,Single parent (mother figure only),Black or African American,Yes,1,2,34368,3,42,160,85,Well,Female,Amharic,Yes,48,No
1804,Single parent (mother figure only),Black or African American,Yes,1,2,32400,3,38,190,85,,Female,Amharic,Yes,16,Yes
1807,Single parent (mother figure only),White,Yes,1,2,0,3,49,395,55,Well,Female,Arabic,Yes,8,No
1808,Two parent family,White,Yes,2,1,33873,3,40,655,127,Very Well,Male,English,Yes,6,No
1809,Single parent (mother figure only),Black or African American,Yes,1,1,13530,2,49,150,265,Well,Female,Creole,Yes,52,No
1810,Two parent family,Asian,Yes,2,1,39419,3,52,195,202,Very Well,Female,Nepali,Yes,7,No
1811,Two parent family,Asian,No,2,2,0,4,38,80,276,Well,Male,Nepali,Yes,136,No
1814,Two parent family,White,Yes,2,1,36940,3,47,160,265,Very Well,Male,Arabic,Yes,76,No
1815,Two parent family,Hispanic/Latino,Yes,2,2,21228,4,47,205,267,Not Well,Female,Spanish,Yes,18,No
1816,Two parent family,Asian,Yes,2,2,18369,4,48,195,267,Very Well,Male,Bengali,Yes,144,No
1817,Two parent family,Asian,Yes,2,2,15231,4,38,190,122,,Male,Bengali,Yes,108,No
1820,Two parent family,Hispanic/Latino,Yes,2,1,8374,3,29,155,267,Well,Female,Spanish,Yes,9,Yes
1821,Single parent (mother figure only),Hispanic/Latino,Yes,1,3,10427,4,43,175,344,Very Well,Female,English,No,19,No
1823,Single parent (mother figure only),White,Yes,1,2,22050,3,30,90,276,Not Well,Female,Spanish,Yes,132,No
1825,Single parent (mother figure only),Hispanic/Latino,No,1,3,0,4,35,515,11,Very Well,Female,English,No,9,Yes
1826,Single parent (mother figure only),Hispanic/Latino,Yes,1,3,23630,4,43,185,281,Not Well,Female,Spanish,Yes,104,No
1827,Two parent family,Asian,Yes,2,2,7680,4,39,195,54,Well,Female,Bengali,Yes,1,Yes
1828,Single parent (mother figure only),White,Yes,1,1,0,2,34,230,133,Well,Female,Portuguese,Yes,20,No
1830,Single parent (mother figure only),,Yes,1,4,17850,5,47,190,267,,Female,,Yes,14,No
1831,Two parent family,Hispanic/Latino,Yes,1,4,33707,5,42,185,267,,Female,Spanish,Yes,196,No
1832,Two parent family,Hispanic/Latino,Yes,2,2,0,4,38,200,267,Not At All,Female,Spanish,Yes,5,No
1835,Single parent (mother figure only),,No,2,3,0,5,34,185,7,,Female,,No,2,Yes
1837,Two parent family,White,Yes,2,1,24000,3,40,65,265,Not Well,Male,Portuguese,Yes,7,No
1838,Two parent family,Hispanic/Latino,Yes,2,1,23789,3,32,105,265,Not Well,Female,Spanish,Yes,108,No
1839,Single parent (mother figure only),Hispanic/Latino,Yes,2,1,24932,3,29,190,267,Very Well,Female,Spanish,Yes,6,No
1840,Single parent (mother figure only),Hispanic/Latino,Yes,1,4,19158,5,45,180,171,Very Well,Female,Spanish,Yes,8,Yes
1841,Two parent family,Hispanic/Latino,No,2,2,0,4,41,200,267,Not Well,Female,Spanish,Yes,25,No
1842,Two parent family,Hispanic/Latino,No,2,2,0,4,29,210,288,Very Well,Female,Spanish,Yes,9,No
1843,Two parent family,Asian,Yes,2,1,25894,3,52,85,265,Very Well,Male,Gujarati,Yes,11,No
1844,Single parent (mother figure only),White,No,1,1,0,2,31,380,151,Very Well,Female,Arabic,Yes,10,Yes
1845,Two parent family,Other,Yes,2,1,21500,3,44,55,260,Well,Male,Portuguese,Yes,15,Yes
1846,Two parent family,Hispanic/Latino,Yes,2,1,28291,3,26,225,45,Not Well,Female,Spanish,Yes,10,No
1847,Single parent (mother figure only),Black or African American,Yes,1,2,29438,3,46,185,267,Very Well,Female,English,Yes,7,No
1848,Two parent family,,Yes,2,1,15525,3,42,175,267,,Male,,Yes,9,No
1851,Two parent family,Hispanic/Latino,Yes,3,3,18448,6,37,85,275,Not At All,Female,Spanish,Yes,284,No
1853,Single parent (mother figure only),Black or African American,Yes,2,1,20888,3,41,65,336,Very Well,Female,Amharic,Yes,1,Yes
1856,Single parent (mother figure only),Black or African American,No,2,1,0,3,30,155,304,Very Well,Female,Creole,Yes,12,Yes
1858,Single parent (mother figure only),Hispanic/Latino,Yes,1,2,32144,3,34,190,281,Not Well,Female,Spanish,Yes,32,No
1859,Two parent family,Hispanic/Latino,Yes,2,1,18200,3,34,235,267,Not Well,Male,Spanish,Yes,284,No
1860,Two parent family,White,Yes,2,4,10277,6,37,210,265,Very Well,Female,English,Yes,52,No
1861,Two parent family,Black or African American,Yes,2,2,16060,4,43,40,7,,Male,Amharic,Yes,6,No
1862,Single parent (mother figure only),White,Yes,1,2,28220,3,50,235,267,Not Well,Female,Portuguese,Yes,14,No
1863,Single parent (mother figure only),Hispanic/Latino,Yes,1,3,22295,4,48,175,267,Not Well,Female,Spanish,No,16,No
1864,Two parent family,Black or African American,Yes,2,1,20495,3,47,65,35,Well,Male,Somali,Yes,3,No
1865,Single parent (mother figure only),Black or African American,Yes,1,1,14281,2,30,80,83,Very Well,Female,Creole,Yes,7,Yes
1866,Single parent (mother figure only),Black or African American,No,1,2,0,3,29,190,342,,Female,English,Yes,109,No
1867,Two parent family,White,Yes,2,2,31200,4,53,65,267,Not Well,Male,Portuguese,Yes,11,No
1869,Single parent (mother figure only),Hispanic/Latino,Yes,2,2,28354,4,51,155,265,Not Well,Female,Spanish,Yes,22,No
1871,Single parent (mother figure only),Black or African American,Yes,1,2,16631,3,48,145,265,Not Well,Female,Amharic,Yes,15,No
1873,Two parent family,White,Yes,2,2,25307,4,44,160,287,Very Well,Female,English,Yes,242,No
1874,Two parent family,White,Yes,2,1,12396,3,37,150,267,Well,Female,Portuguese,Yes,3,No
1875,Single parent (mother figure only),Black or African American,No,1,2,0,3,30,235,265,Very Well,Female,English,Yes,148,No
1876,Two parent family,Black or African American,Yes,2,2,15862,4,41,160,350,Well,Female,Amharic,Yes,48,Yes
1877,Two parent family,Asian,No,2,2,0,4,37,45,342,Well,Male,Nepali,Yes,14,No
1878,Two parent family,Asian,Yes,2,2,22768,4,41,145,265,Very Well,Male,Nepali,Yes,21,No
1880,Two parent family,Asian,Yes,2,3,25366,5,36,80,139,Not Well,Female,Bengali,Yes,76,No
1882,Single parent (mother figure only),Black or African American,Yes,1,2,26758,3,40,145,342,Very Well,Female,Amharic,Yes,48,No
1942,Two parent family,White,No,2,1,0,3,46,200,262,Not Well,Female,Spanish,No,272,No
2039,Single parent (mother figure only),Black or African American,No,1,1,0,2,29,160,265,Very Well,Female,English,Yes,8,No
2040,Single parent (mother figure only),Hispanic/Latino,Yes,3,3,32760,6,37,400,15,Not At All,Female,Spanish,No,11,No
2044,Single parent (mother figure only),Black or African American,Yes,1,2,26208,3,34,65,167,Very Well,Female,Creole,Yes,84,No
2045,Single parent (mother figure only),White,Yes,1,1,0,2,34,180,265,Very Well,Female,English,Yes,7,No
2046,Single parent (mother figure only),Hispanic/Latino,Yes,1,1,23409,2,45,55,267,Not At All,Female,Spanish,Yes,15,No
2047,Single parent (mother figure only),White,Yes,1,1,19739,2,29,375,66,,Female,English,Yes,12,Yes
2048,Two parent family,Asian,Yes,2,1,10524,3,43,160,140,Well,Male,Bengali,Yes,25,No
2050,Two parent family,Black or African American,Yes,2,4,42474,6,46,45,267,Very Well,Male,English,Yes,13,No
2051,Single parent (mother figure only),Black or African American,Yes,1,1,0,2,34,160,267,Very Well,Female,English,Yes,37,No
2053,Two parent family,Bi-racial/Multi-racial,No,2,2,0,4,47,145,265,,Male,Amharic,Yes,84,No
2054,Single parent (mother figure only),Black or African American,No,1,1,0,2,33,180,7,Very Well,Female,English,Yes,2,No
2055,Single parent (mother figure only),Hispanic/Latino,Yes,4,3,26827,7,42,160,267,Not Well,Female,Spanish,Yes,30,No
2056,Two parent family,Black or African American,Yes,3,3,26756,6,33,90,276,,Female,Haitian Creole,Yes,242,No
2065,Two parent family,Asian,Yes,2,1,20839,3,46,10,7,Very Well,Male,Nepali,Yes,2,Yes
2066,Two parent family,Hispanic/Latino,No,1,3,0,4,34,180,275,Not At All,Female,Spanish,Yes,296,No
2067,Two parent family,Hispanic/Latino,Yes,2,3,26222,5,47,380,12,Not At All,Male,Spanish,Yes,6,No
2069,Single parent (mother figure only),Black or African American,Yes,1,3,31339,4,40,85,344,Very Well,Female,English,Yes,6,No
2071,Two parent family,,No,2,1,0,3,44,55,267,,Female,,No,13,No
2072,Single parent (mother figure only),Hispanic/Latino,No,1,1,0,2,32,375,265,Very Well,Female,Spanish,Yes,36,No
2073,Two parent family,Other,Yes,2,2,20800,4,37,10,262,,Male,Portuguese,Yes,100,No
2075,Single parent (mother figure only),Black or African American,Yes,1,3,10795,4,38,165,267,Very Well,Female,Amharic,Yes,7,No
2080,Single parent (mother figure only),White,Yes,4,2,45243,6,29,55,342,,Female,English,Yes,68,No
2083,Single parent (mother figure only),,Yes,1,1,14982,2,34,155,345,,Female,,Yes,1,Yes
2085,Single parent (mother figure only),Other,Yes,1,1,16800,2,39,295,281,Well,Female,Portuguese,Yes,21,No
2086,Single parent (mother figure only),Hispanic/Latino,Yes,1,1,29495,2,33,250,265,Very Well,Female,English,Yes,38,No
2087,Two parent family,,Yes,2,2,27444,4,49,85,267,,Male,,Yes,3,No
2091,Two parent family,Asian,Yes,2,2,11814,4,44,175,267,Well,Male,Nepali,Yes,10,No
2092,Two parent family,Asian,No,1,1,0,2,30,80,259,Very Well,Male,Nepali,Yes,112,No
2095,Two parent family,,Yes,2,1,16640,3,34,265,265,,Male,Spanish,No,33,No
2114,Single parent (mother figure only),Hispanic/Latino,Yes,2,2,23677,4,42,390,342,Not Well,Female,Spanish,Yes,15,No
2117,Two parent family,White,Yes,3,2,26777,5,43,80,8,Well,Female,Albanian,No,6,No
2125,Single parent (mother figure only) living w/partner,Hispanic/Latino,No,1,1,0,2,33,170,267,Very Well,Female,English,Yes,18,No
2126,Single parent (mother figure only),,Yes,1,2,15652,3,44,285,267,,Female,,No,6,No
2128,Single parent (mother figure only),,Yes,1,1,12978,2,33,545,342,,Female,English,No,16,No
2129,Single parent (mother figure only),Black or African American,No,1,1,0,2,41,170,342,Very Well,Female,Creole,Yes,18,No
2131,Two parent family,Asian,No,2,1,0,3,38,150,349,Very Well,Male,Gujarati,Yes,9,Yes
2143,Two parent family,,No,3,1,0,4,32,135,266,,Female,,No,42,No
2144,Two parent family,White,Yes,2,1,5894,3,42,180,276,Very Well,Female,English,Yes,92,No
2147,Two parent family,White,No,2,2,0,4,41,10,262,Well,Female,Portuguese,No,228,No
2148,Single parent (mother figure only),Asian,Yes,1,2,18153,3,36,90,342,,Female,Nepali,Yes,15,No
2152,Two parent family,Other,No,2,2,0,4,34,55,47,Very Well,Female,English,No,7,Yes
2155,Two parent family,Black or African American,No,2,1,0,3,42,720,174,Very Well,Female,English,Yes,67,Yes
2158,Single parent (mother figure only),Asian,No,1,1,0,2,31,605,291,,Female,Mandarin,Yes,12,Yes
2162,Two parent family,Hispanic/Latino,Yes,2,2,35892,4,67,395,281,Very Well,Female,,Yes,48,No
2165,Single parent (mother figure only),,No,1,1,0,2,32,85,266,,Female,,No,7,No
2170,Single parent (mother figure only),Other,No,1,2,0,3,42,410,171,Not At All,Female,Cape Verdian Criolo,Yes,4,No
2174,Two parent family,,Yes,2,2,51548,4,34,45,265,,Female,Spanish,No,14,No
2175,Two parent family,Asian,No,1,2,0,3,35,100,192,,Female,Gujarati,Yes,112,No
2177,Single parent (mother figure only),,No,1,2,0,3,43,400,265,,Female,,No,40,No
2179,Single parent (mother figure only),Black or African American,Yes,2,1,15178,3,48,185,267,Very Well,Female,Creole,Yes,5,No
2180,Single parent (mother figure only),Hispanic/Latino,Yes,1,3,18200,4,41,145,342,Very Well,Male,Spanish,Yes,27,No
2181,Two parent family,Hispanic/Latino,No,2,1,0,3,25,220,267,,Female,English,Yes,36,No
2183,Two parent family,Hispanic/Latino,Yes,2,3,42249,5,40,85,7,Very Well,Female,English,Yes,3,No
2185,Two parent family,White,Yes,2,2,18851,4,36,145,255,Very Well,Female,Arabic,Yes,5,No
2186,Single parent (mother figure only),,No,1,2,0,3,36,250,350,,Female,,No,12,Yes
2188,Single parent (mother figure only),Black or African American,Yes,2,1,9583,3,49,90,267,,Female,Creole,No,12,No
2190,Single parent (mother figure only),,Yes,1,1,18081,2,34,75,261,,Female,,No,13,No
2192,Two parent family,Asian,Yes,4,2,15655,6,28,90,339,Not Well,Male,Nepali,No,44,No
2197,Single parent (mother figure only),,No,1,2,0,3,52,200,263,,Female,,No,7,No
2198,Single parent (mother figure only),,No,1,1,0,2,36,180,265,,Female,,No,9,No
2199,Two parent family,Asian,Yes,2,1,22317,3,41,5,267,,Male,Nepali,No,22,No
2200,Two parent family,Asian,Yes,3,2,25993,5,42,290,267,Well,Male,Punjabi,Yes,8,No
2201,Two parent family,Asian,Yes,2,1,21455,3,41,65,350,,Male,Nepali,No,7,No
2203,Two parent family,Black or African American,Yes,2,1,36361,3,38,65,267,,Female,Amharic,No,20,No
2207,Single parent (mother figure only),,Yes,1,1,13768,2,35,310,255,,Female,,No,20,No
2209,Two parent family,Other,Yes,2,2,26263,4,34,65,265,Not Well,Male,Spanish,No,9,No
2211,Two parent family,White,Yes,2,3,0,5,40,210,255,,Female,Spanish,No,24,No
2212,Two parent family,White,No,2,3,0,5,53,10,262,Not Well,Female,Spanish,No,116,No
2213,Single parent (mother figure only),Black or African American,No,1,3,0,4,49,465,109,,Female,English,Yes,32,Yes
2214,Single parent (mother figure only),,No,1,2,0,3,38,285,254,,Female,,No,7,No
2224,Two parent family,Black or African American,Yes,2,3,19682,5,46,115,267,,Female,Creole,No,87,No
2225,Two parent family,Asian,No,3,1,0,4,48,90,347,,Female,Urdu,No,1,Yes
2226,Two parent family,Asian,Yes,2,2,30488,4,37,5,265,Well,Female,Hindi,No,11,No
2232,Single parent (mother figure only),Black or African American,Yes,3,2,36405,5,32,55,336,Very Well,Female,English,Yes,92,Yes
2234,Two parent family,Hispanic/Latino,No,2,1,0,3,39,120,267,Well,Female,Spanish,Yes,17,No
2243,Two parent family,Black or African American,Yes,2,3,20507,5,41,150,188,Very Well,Male,Somali,Yes,12,Yes
2245,Single parent (mother figure only),White,No,1,2,0,3,36,105,329,,Female,Spanish,No,16,No
2246,Single parent (mother figure only),Other,Yes,2,2,10400,4,38,235,262,Not At All,Female,Spanish,No,236,No
2247,,White,Yes,1,3,37119,4,41,40,336,,Female,Spanish,No,44,Yes
2269,Single parent (mother figure only),Hispanic/Latino,Yes,2,2,7728,4,46,125,342,Not Well,Female,Spanish,Yes,280,No
2270,Two parent family,,No,2,1,0,3,44,90,342,,Male,,No,15,No
2271,Single parent (mother figure only),,Yes,1,1,23066,2,35,160,62,,Female,,No,4,No
2279,Two parent family,Black or African American,Yes,2,3,26724,5,48,165,7,,Female,Creole,No,4,Yes
2280,Single parent (mother figure only),Black or African American,Yes,2,3,11241,5,41,185,261,,Female,Creole,No,4,Yes
2281,Two parent family,Black or African American,Yes,2,2,16270,4,48,115,7,Well,Male,Amharic,No,1,No
2283,Two parent family,Black or African American,Yes,2,1,17945,3,33,90,342,Very Well,Female,English,Yes,57,No
2286,Two parent family,Asian,Yes,2,2,16319,4,37,85,265,,Male,Nepali,No,31,No
2287,Two parent family,White,Yes,2,2,0,4,35,575,266,Very Well,Female,English,No,72,No
2288,Two parent family,Black or African American,Yes,2,2,18934,4,48,195,266,,Female,Creole,No,12,No
2289,Single parent (mother figure only),Black or African American,No,2,3,0,5,41,180,267,Very Well,Female,Creole,No,33,No
2295,Single parent (mother figure only),Hispanic/Latino,No,1,2,0,3,42,160,7,Well,Female,English,Yes,2,No
2301,Single parent (mother figure only),White,No,1,1,0,2,28,390,195,,Female,Spanish,No,64,Yes
2302,Two parent family,Asian,Yes,2,1,18895,3,26,155,151,Very Well,Female,English,Yes,3,No
2319,Single parent (mother figure only),Black or African American,Yes,1,3,17063,4,49,160,347,Very Well,Female,English,Yes,4,Yes
2323,Single parent (mother figure only),,Yes,1,1,12428,2,30,180,135,,Female,,No,11,No
2328,Single parent (mother figure only),Hispanic/Latino,No,1,2,0,3,33,545,342,Very Well,Female,English,Yes,16,No
2329,Two parent family,Asian,No,2,1,0,3,33,200,255,Well,Female,Punjabi,Yes,192,No
2330,Two parent family,Native Hawaiian/Pacific Islander,Yes,2,1,7800,3,33,100,126,,Male,Urdu,No,6,No
2331,Two parent family,Asian,No,2,1,0,3,37,25,243,,Female,Punjabi,No,52,No
2332,Single parent (mother figure only),Asian,Yes,1,3,31385,4,42,10,316,Well,Female,Bengali,Yes,6,Yes
2333,Two parent family,Asian,No,2,2,0,4,38,135,211,Not Well,Female,Nepali,Yes,100,No
2334,Two parent family,Hispanic/Latino,Yes,2,1,15393,3,26,130,266,Not Well,Female,Spanish,Yes,32,No
2336,Two parent family,Asian,No,2,2,0,4,40,90,262,Well,Female,Gujarati,Yes,140,No
2337,Two parent family,Asian,Yes,2,2,29970,4,51,65,267,,Female,Punjabi,No,8,No
2338,Two parent family,,Yes,2,3,26000,5,42,80,265,,Female,,No,56,No
2342,Two parent family,Black or African American,No,2,2,0,4,48,265,266,Very Well,Male,Tigrinya,Yes,48,No
2344,Single parent (mother figure only),Black or African American,No,1,1,0,2,31,360,245,Very Well,Female,English,Yes,9,No
2345,Two parent family,Black or African American,No,2,2,0,4,30,45,24,Well,Female,Amharic,Yes,8,No
